Respondent_id,Program,Batch,Institution,Delivery_mode,Gender,Academic_year,Trainer_effectiveness,Curriculum_relevance,Pace_of_delivery,Support_Mentorship,Platform,Overall_satisfaction,Would_recommend,Open_feedback,Batch_date
STU-01878,Advanced Excel & Power BI,May 2026 Batch,Narasingh Choudhuri Autonomous College,Online,Male,3rd Year,5.0,5.0,4.0,5.0,3.0,4,No,"The program was decent overall, nothing major to complain about.",2026-05-01
STU-00471,Machine Learning,Aug 2026 Batch,Government College of Engineering & Textile Technology,Offline,Male,4th Year,4.0,3.0,4.0,3.0,2.0,3,No,The online platform kept lagging during live sessions.,2026-08-01
STU-00926,Agentic AI,May 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,3rd Year,4.0,5.0,4.0,4.0,4.0,4,No,The trainer explained concepts clearly and was always ready to help.,2025-05-01
STU-00984,Machine Learning,May 2025 Batch,Techno India University,Offline,Male,Working Professional,3.0,3.0,2.0,3.0,3.0,3,Yes,"Wish there was more time per topic, felt rushed throughout.",2025-05-01
STU-01854,Full Stack Development,Jun 2025 Batch,Independent / Working Professional,Online,Female,Working Professional,4.0,3.0,3.0,3.0,3.0,4,No,Felt a few modules were not very relevant to the job market.,2025-06-01
STU-00361,Advanced Excel & Power BI,Apr 2026 Batch,JIS College of Engineering,Online,Male,4th Year,4.0,5.0,3.0,4.0,3.0,4,Yes,"The program was decent overall, nothing major to complain about.",2026-04-01
STU-00798,Generative AI,Mar 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,3rd Year,4.0,4.0,4.0,4.0,3.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-03-01
STU-01391,Web Development,Apr 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,2nd Year,4.0,3.0,3.0,3.0,3.0,3,Yes,"Decent program, could use a bit more structure in scheduling.",2025-04-01
STU-00480,Python Programming,Jun 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,5.0,5.0,4.0,5.0,5.0,4,Yes,"Really enjoyed the sessions, the trainer kept things engaging.",2025-06-01
STU-01572,Networking Fundamentals,Jun 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,4.0,3.0,4.0,4.0,4.0,4,No,Wanted more advanced/real-world case studies in the curriculum.,2025-06-01
STU-00739,Generative AI,Feb 2026 Batch,Government College of Engineering & Textile Technology,Offline,Male,Graduate,3.0,4.0,3.0,4.0,4.0,3,No,"Average experience, some sessions were better than others.",2026-02-01
STU-01999,Advanced Excel & Power BI,May 2025 Batch,Techno India University,Online,Female,Graduate,5.0,5.0,5.0,5.0,5.0,5,Yes,,2025-05-01
STU-01595,Blockchain Basics,Jan 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,5.0,5.0,5.0,5.0,5.0,5,Yes,The support team responded quickly whenever I had doubts.,2026-01-01
STU-01196,Python Programming,Jun 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,1st Year,5.0,5.0,5.0,5.0,5.0,5,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2025-06-01
STU-00263,Machine Learning,Jun 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,3.0,2.0,3.0,3.0,2.0,2,Yes,Curriculum could include more project-based learning.,2025-06-01
STU-00242,Generative AI,Sep 2025 Batch,Government College of Engineering & Textile Technology,Offline,Female,1st Year,4.0,3.0,3.0,4.0,4.0,4,Yes,Wanted more advanced/real-world case studies in the curriculum.,2025-09-01
STU-01364,Machine Learning,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,5.0,5.0,4.0,5.0,4.0,4,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2025-09-01
STU-01351,Blockchain Basics,Apr 2026 Batch,Neotia University,Offline,Male,4th Year,4.0,3.0,2.0,4.0,3.0,4,Yes,Struggled to keep up as new topics were introduced too quickly.,2026-04-01
STU-01065,Web Development,Feb 2026 Batch,Techno India University,Offline,Male,4th Year,5.0,5.0,5.0,4.0,4.0,4,Yes,The curriculum was well structured and relevant to current industry needs.,2026-02-01
STU-00654,Competitive Programming,Jul 2026 Batch,Techno India University,Hybrid,Male,3rd Year,3.0,4.0,5.0,5.0,3.0,4,No,"Content was okay, though a few topics felt rushed.",2026-07-01
STU-01742,Weather Forecasting ML Project,Mar 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,Graduate,3.0,3.0,3.0,3.0,3.0,3,No,"It was fine, but I expected a bit more depth in the later modules.",2025-03-01
STU-00052,App Development (Android),Aug 2026 Batch,Neotia University,Offline,Male,3rd Year,5.0,4.0,4.0,5.0,3.0,4,No,"Content was okay, though a few topics felt rushed.",2026-08-01
STU-00037,Agentic AI,Sep 2025 Batch,Maulana Azad College,Online,Female,1st Year,3.0,3.0,3.0,4.0,4.0,3,Yes,"Average experience, some sessions were better than others.",2025-09-01
STU-00621,UI/UX Design,Sep 2025 Batch,Narasingh Choudhuri Autonomous College,Hybrid,Female,Working Professional,5.0,5.0,5.0,5.0,5.0,5,Yes,"Loved the hands-on projects, they really built my confidence.",2025-09-01
STU-01272,Cloud Computing (AWS),Nov 2025 Batch,Independent / Working Professional,Online,Male,2nd Year,4.0,5.0,4.0,4.0,4.0,4,Yes,"Great balance of theory and practicals, exceeded my expectations.",2025-11-01
STU-01758,Machine Learning,Aug 2025 Batch,Neotia University,Online,Male,Graduate,4.0,4.0,4.0,4.0,3.0,4,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2025-08-01
STU-00863,Machine Learning,Nov 2025 Batch,Maulana Azad College,Online,Male,4th Year,5.0,4.0,4.0,5.0,4.0,5,Yes,The curriculum was well structured and relevant to current industry needs.,2025-11-01
STU-00639,Agentic AI,Jul 2026 Batch,Independent / Working Professional,Offline,Female,1st Year,4.0,3.0,3.0,3.0,2.0,3,Yes,"Lab access was unreliable, lost a lot of time troubleshooting.",2026-07-01
STU-01637,Cybersecurity & Ethical Hacking,Feb 2025 Batch,Maulana Azad College,Online,Male,2nd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2025-02-01
STU-01117,Generative AI,Jun 2025 Batch,Heritage Institute of Technology,Online,Male,2nd Year,5.0,4.0,3.0,4.0,4.0,4,Yes,Struggled to keep up as new topics were introduced too quickly.,2025-06-01
STU-00736,Database Management (SQL),Sep 2025 Batch,JIS College of Engineering,Hybrid,Male,3rd Year,5.0,5.0,4.0,4.0,4.0,5,No,"Well-paced sessions and very approachable trainer, learned a lot.",2025-09-01
STU-00207,DevOps,Sep 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,Graduate,4.0,4.0,5.0,4.0,4.0,4,Yes,One of the best training experiences I have had so far.,2025-09-01
STU-01309,Python Programming,Mar 2025 Batch,Maulana Azad College,Offline,Female,Working Professional,4.0,3.0,4.0,3.0,5.0,4,Yes,Would like the syllabus to be updated more frequently.,2025-03-01
STU-01888,Web Development,Jan 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,Graduate,3.0,3.0,4.0,4.0,3.0,3,No,Would appreciate a more engaging teaching style.,2025-01-01
STU-00946,Weather Forecasting ML Project,Nov 2025 Batch,Heritage Institute of Technology,Online,Female,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2025-11-01
STU-01232,Cloud Computing (AWS),Feb 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Prefer not to say,3rd Year,2.0,2.0,2.0,2.0,1.0,2,No,The online platform kept lagging during live sessions.,2026-02-01
STU-00748,Blockchain Basics,Apr 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,4.0,5.0,3.0,4.0,4.0,4,Yes,"Pace needs to slow down, especially for beginners in the batch.",2025-04-01
STU-00922,Advanced Excel & Power BI,Sep 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,Graduate,3.0,4.0,4.0,4.0,4.0,4,Yes,"Sessions felt monotonous, needed more interactive teaching.",2025-09-01
STU-01706,AI in Food Technology,Aug 2026 Batch,St. Xavier's College Kolkata,Hybrid,Female,1st Year,2.0,2.0,2.0,2.0,1.0,2,No,The online platform kept lagging during live sessions.,2026-08-01
STU-00147,Competitive Programming,Nov 2025 Batch,Heritage Institute of Technology,Offline,Male,3rd Year,2.0,4.0,2.0,3.0,3.0,3,Yes,"The program was decent overall, nothing major to complain about.",2025-11-01
STU-00279,Competitive Programming,Jun 2025 Batch,Government College of Engineering & Textile Technology,Offline,Female,4th Year,5.0,5.0,4.0,4.0,4.0,4,No,"Enjoyed every module, especially the live project work.",2025-06-01
STU-00431,Networking Fundamentals,Sep 2025 Batch,Independent / Working Professional,Online,Female,1st Year,4.0,4.0,3.0,4.0,4.0,4,Yes,"Average experience, some sessions were better than others.",2025-09-01
STU-00624,DevOps,Aug 2026 Batch,Techno India University,Hybrid,Male,2nd Year,4.0,4.0,4.0,4.0,4.0,4,Yes,Nothing to add.,2026-08-01
STU-00378,Java Development,Dec 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,"Really enjoyed the sessions, the trainer kept things engaging.",2025-12-01
STU-01843,Cloud Computing (AWS),Feb 2025 Batch,JIS College of Engineering,Hybrid,Male,3rd Year,3.0,3.0,2.0,4.0,3.0,3,Yes,"The sessions moved too fast, hard to keep up with the pace.",2025-02-01
STU-00745,UI/UX Design,Aug 2026 Batch,Techno India University,Online,Female,3rd Year,5.0,4.0,4.0,5.0,4.0,4,Yes,The trainer explained concepts clearly and was always ready to help.,2026-08-01
STU-00375,DevOps,Jul 2026 Batch,Neotia University,Online,Female,Working Professional,4.0,3.0,3.0,4.0,3.0,3,No,"Overall okay experience, a few sessions could have been better planned.",2026-07-01
STU-00368,Python Programming,Sep 2025 Batch,JIS College of Engineering,Hybrid,Female,Graduate,4.0,3.0,3.0,4.0,5.0,3,Yes,Some topics felt outdated compared to current industry trends.,2025-09-01
STU-00817,Cloud Computing (AWS),Sep 2025 Batch,Neotia University,Online,Male,3rd Year,4.0,4.0,4.0,5.0,5.0,5,No,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2025-09-01
STU-01906,Full Stack Development,Apr 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,2nd Year,2.0,2.0,2.0,2.0,3.0,2,No,Trainer seemed unprepared in a couple of sessions.,2025-04-01
STU-00260,Data Science,Feb 2025 Batch,Techno India University,Hybrid,Female,3rd Year,3.0,3.0,4.0,3.0,3.0,3,No,Session quality varied depending on the trainer.,2025-02-01
STU-01623,Agentic AI,May 2025 Batch,Maulana Azad College,Hybrid,Male,3rd Year,5.0,5.0,5.0,5.0,4.0,4,Yes,The curriculum was well structured and relevant to current industry needs.,2025-05-01
STU-01527,Competitive Programming,Aug 2026 Batch,St. Xavier's College Kolkata,Offline,Female,1st Year,5.0,5.0,3.0,4.0,3.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2026-08-01
STU-01437,AI in Food Technology,Apr 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,Working Professional,5.0,5.0,5.0,5.0,5.0,5,Yes,"Loved the hands-on projects, they really built my confidence.",2025-04-01
STU-00876,DevOps,Oct 2025 Batch,Techno India University,Offline,Male,Working Professional,4.0,4.0,4.0,5.0,3.0,4,No,The portal for assignments was confusing and slow to load.,2025-10-01
STU-01140,Java Development,Oct 2025 Batch,JIS College of Engineering,Hybrid,Male,Graduate,4.0,4.0,3.0,5.0,4.0,4,Yes,Struggled to keep up as new topics were introduced too quickly.,2025-10-01
STU-01833,Generative AI,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,The curriculum was well structured and relevant to current industry needs.,2026-08-01
STU-00652,Blockchain Basics,Feb 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,4th Year,3.0,2.0,3.0,4.0,2.0,3,Yes,Wanted more advanced/real-world case studies in the curriculum.,2025-02-01
STU-01840,Cloud Computing (AWS),May 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,4.0,3.0,4.0,4.0,4.0,4,Yes,Curriculum could include more project-based learning.,2025-05-01
STU-00218,Python Programming,Feb 2025 Batch,Narasingh Choudhuri Autonomous College,Offline,Male,3rd Year,5.0,4.0,4.0,5.0,3.0,5,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2025-02-01
STU-01945,Advanced Excel & Power BI,Apr 2025 Batch,Techno India University,Online,Female,Working Professional,4.0,3.0,2.0,3.0,4.0,3,Yes,Struggled to keep up as new topics were introduced too quickly.,2025-04-01
STU-00142,AI in Biotechnology,Aug 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,2nd Year,3.0,3.0,2.0,3.0,3.0,3,Yes,,2025-08-01
STU-00340,Blockchain Basics,Sep 2025 Batch,JIS College of Engineering,Online,Male,Graduate,4.0,4.0,4.0,4.0,4.0,4,Yes,The program content was up to date and industry relevant.,2025-09-01
STU-01110,AI in Food Technology,Nov 2025 Batch,Techno India University,Online,Male,4th Year,3.0,4.0,3.0,3.0,3.0,3,No,"Overall okay experience, a few sessions could have been better planned.",2025-11-01
STU-01966,UI/UX Design,Jun 2026 Batch,Neotia University,Hybrid,Male,1st Year,4.0,4.0,3.0,4.0,2.0,3,Yes,Nothing to add.,2026-06-01
STU-00314,Weather Forecasting ML Project,Feb 2025 Batch,JIS College of Engineering,Online,Male,Graduate,5.0,5.0,4.0,5.0,5.0,5,Yes,"Loved the hands-on projects, they really built my confidence.",2025-02-01
STU-01119,Advanced Excel & Power BI,Apr 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,4th Year,3.0,3.0,2.0,3.0,2.0,3,Yes,"Decent program, could use a bit more structure in scheduling.",2026-04-01
STU-00529,Full Stack Development,Jan 2026 Batch,Heritage Institute of Technology,Online,Female,4th Year,4.0,4.0,4.0,3.0,3.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2026-01-01
STU-00345,AI in Biotechnology,May 2026 Batch,Narasingh Choudhuri Autonomous College,Hybrid,Male,1st Year,4.0,3.0,4.0,4.0,4.0,4,Yes,Felt a few modules were not very relevant to the job market.,2026-05-01
STU-00998,Digital Marketing,Jul 2025 Batch,Techno India University,Online,Male,2nd Year,5.0,4.0,4.0,4.0,4.0,4,Yes,The curriculum was well structured and relevant to current industry needs.,2025-07-01
STU-00873,Machine Learning,Mar 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,4.0,4.0,4.0,5.0,4.0,4,Yes,"Loved the hands-on projects, they really built my confidence.",2026-03-01
STU-01828,AI in Food Technology,Apr 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,4th Year,4.0,5.0,3.0,4.0,4.0,4,No,Too much content packed into too few sessions.,2025-04-01
STU-01914,Digital Marketing,Apr 2025 Batch,JIS College of Engineering,Hybrid,Male,Working Professional,4.0,3.0,3.0,3.0,5.0,4,Yes,Some topics felt outdated compared to current industry trends.,2025-04-01
STU-01588,Cybersecurity & Ethical Hacking,Mar 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,5.0,4.0,3.0,5.0,4.0,4,No,Could use an extra week or two to cover everything properly.,2026-03-01
STU-01129,Data Science,Mar 2025 Batch,Government College of Engineering & Textile Technology,Offline,Female,4th Year,4.0,3.0,3.0,4.0,4.0,4,Yes,Wanted more advanced/real-world case studies in the curriculum.,2025-03-01
STU-00667,DevOps,Apr 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Female,2nd Year,5.0,5.0,4.0,5.0,5.0,5,Yes,The support team responded quickly whenever I had doubts.,2025-04-01
STU-01277,Java Development,Oct 2025 Batch,Techno India University,Hybrid,Male,4th Year,5.0,4.0,4.0,4.0,5.0,5,Yes,The trainer's real-world examples made the sessions very useful.,2025-10-01
STU-01011,Cybersecurity & Ethical Hacking,May 2026 Batch,Neotia University,Online,Male,3rd Year,4.0,4.0,3.0,4.0,4.0,4,Yes,"Wish there was more time per topic, felt rushed throughout.",2026-05-01
STU-00451,Digital Marketing,May 2025 Batch,Maulana Azad College,Offline,Male,Graduate,5.0,4.0,3.0,4.0,4.0,4,No,"Overall okay experience, a few sessions could have been better planned.",2025-05-01
STU-00180,Machine Learning,Oct 2025 Batch,Neotia University,Online,Male,Working Professional,4.0,4.0,3.0,4.0,3.0,4,Yes,"Wish there was more time per topic, felt rushed throughout.",2025-10-01
STU-01485,App Development (Android),Sep 2025 Batch,St. Xavier's College Kolkata,Online,Female,4th Year,4.0,4.0,4.0,4.0,3.0,4,Yes,Faced frequent audio/video issues during classes.,2025-09-01
STU-00455,Cybersecurity & Ethical Hacking,Jul 2026 Batch,Neotia University,Online,Female,Graduate,4.0,4.0,3.0,4.0,4.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2026-07-01
STU-01079,UI/UX Design,Aug 2026 Batch,Techno India University,Online,Male,3rd Year,3.0,3.0,3.0,4.0,4.0,3,Yes,"It was fine, but I expected a bit more depth in the later modules.",2026-08-01
STU-00636,Competitive Programming,Sep 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Female,4th Year,4.0,4.0,3.0,4.0,4.0,4,Yes,"The sessions moved too fast, hard to keep up with the pace.",2025-09-01
STU-00329,Internet of Things (IoT),Feb 2026 Batch,St. Xavier's College Kolkata,Offline,Female,3rd Year,4.0,4.0,5.0,3.0,3.0,4,Yes,Mentors were hard to reach outside scheduled session hours.,2026-02-01
STU-00735,App Development (Android),Apr 2025 Batch,St. Xavier's College Kolkata,Online,Male,4th Year,3.0,2.0,3.0,3.0,3.0,3,Yes,"Decent program, could use a bit more structure in scheduling.",2025-04-01
STU-00579,Python Programming,Feb 2025 Batch,St. Xavier's College Kolkata,Online,Male,4th Year,3.0,3.0,2.0,3.0,3.0,3,Yes,"The sessions moved too fast, hard to keep up with the pace.",2025-02-01
